StateAbbr,StateDesc,CountyName,CountyFIPS,Geolocation,TotalPopulation,TotalPop18plus,SLEEP_CrudePrev,SLEEP_Crude95CI,SLEEP_AdjPrev,SLEEP_Adj95CI
PA,Pennsylvania,Lawrence,42073,POINT (-80.3347356743559 40.9912321501165),84849,68087,44.2,"(37.5, 50.6)",46.0,"(39.1, 52.4)"
CO,Colorado,Arapahoe,8005,POINT (-104.339237064517 39.6496572797677),655808,510326,32.6,"(28.9, 36.3)",32.9,"(29.2, 36.7)"
MO,Missouri,Texas,29215,POINT (-91.9643974422108 37.3171070530556),25336,19879,39.2,"(32.3, 45.8)",41.1,"(34.1, 47.8)"
OH,Ohio,Richland,39139,POINT (-82.5363256693401 40.7748694236578),125319,98268,40.4,"(35.6, 45.5)",41.4,"(36.5, 46.4)"
VA,Virginia,Campbell,51031,POINT (-79.0967427063706 37.2054011356881),55141,44600,34.6,"(28.4, 41.0)",36.2,"(29.8, 42.7)"
LA,Louisiana,Lafayette,22055,POINT (-92.0633182918568 30.2067507149975),247866,188900,37.8,"(32.8, 43.0)",38.1,"(33.1, 43.3)"
FL,Florida,Sarasota,12115,POINT (-82.3315474199739 27.1844486961668),462286,398795,31.6,"(27.2, 36.0)",35.1,"(30.4, 39.8)"
MI,Michigan,Isabella,26073,POINT (-84.8467700848102 43.6406348997262),64447,53116,33.7,"(27.6, 40.4)",35.6,"(29.3, 42.4)"
IA,Iowa,Union,19175,POINT (-94.2424322979002 41.0277362645631),11887,9253,30.9,"(25.1, 37.3)",32.8,"(26.7, 39.3)"
IL,Illinois,Cumberland,17035,POINT (-88.2403551281773 39.2735029218096),10324,8022,35.2,"(28.1, 42.8)",36.3,"(29.1, 44.0)"
GA,Georgia,Elbert,13105,POINT (-82.8404140983714 34.116392219138),19814,15439,39.1,"(32.5, 46.5)",40.8,"(33.9, 48.2)"
IL,Illinois,Macoupin,17117,POINT (-89.92462979625 39.260888686793),44245,35183,35.6,"(28.2, 43.8)",37.0,"(29.4, 45.4)"
GA,Georgia,Schley,13249,POINT (-84.3148282661391 32.262610616466),4496,3428,38.4,"(31.6, 45.6)",39.7,"(32.8, 47.0)"
SD,South Dakota,Davison,46035,POINT (-98.1456260068691 43.6746570375335),19973,15295,29.8,"(23.4, 36.1)",31.1,"(24.5, 37.6)"
HI,Hawaii,Kalawao,15005,POINT (-156.947592784882 21.1733760693813),82,80,42.4,"(37.6, 47.2)",41.8,"(37.3, 46.1)"
NC,North Carolina,Rowan,37159,POINT (-80.5247968376348 35.639349134151),149645,117165,30.8,"(24.8, 37.3)",31.8,"(25.7, 38.4)"
NJ,New Jersey,Somerset,34035,POINT (-74.6164265267315 40.5636498200618),346875,274744,37.4,"(32.6, 42.3)",38.3,"(33.5, 43.3)"
VA,Virginia,Franklin,51067,POINT (-79.8811468460695 36.9917648033768),55074,45032,35.1,"(29.3, 41.3)",36.3,"(30.4, 42.5)"
MO,Missouri,Jasper,29097,POINT (-94.3405683255221 37.2035579992046),124075,93941,40.0,"(33.7, 46.9)",41.1,"(34.6, 48.0)"
NE,Nebraska,Gosper,31073,POINT (-99.8302615243112 40.514766829776),1808,1421,30.2,"(24.1, 36.8)",32.0,"(25.6, 38.8)"
CO,Colorado,Gilpin,8047,POINT (-105.522991573347 39.8573476817029),5891,5082,30.4,"(24.2, 37.3)",30.7,"(24.5, 37.7)"
IL,Illinois,Rock Island,17161,POINT (-90.5677963774347 41.4669850970518),141527,110045,35.5,"(29.1, 42.5)",36.8,"(30.3, 44.0)"
MI,Michigan,Saginaw,26145,POINT (-84.0531789988136 43.3349994526708),188330,148511,35.5,"(30.2, 40.9)",36.9,"(31.4, 42.4)"
AR,Arkansas,Howard,5061,POINT (-93.9938053308515 34.0889044688856),12557,9352,40.4,"(33.5, 47.4)",41.8,"(34.9, 49.0)"
CA,California,Kings,6031,POINT (-119.815394099578 36.0752380305363),152981,112177,36.2,"(29.8, 43.1)",36.1,"(29.8, 43.0)"
IL,Illinois,Adams,17001,POINT (-91.1885205349826 39.9878121590876),64725,50266,36.3,"(29.3, 43.6)",38.3,"(31.0, 45.7)"
MS,Mississippi,Kemper,28069,POINT (-88.6411934827704 32.7545542472899),8654,7134,38.3,"(31.4, 45.7)",40.3,"(33.3, 48.0)"
KY,Kentucky,Hardin,21093,POINT (-85.9635542844833 37.6976016089281),111862,84395,40.9,"(35.1, 46.8)",41.3,"(35.5, 47.2)"
IA,Iowa,O'Brien,19141,POINT (-95.6249570490171 43.0836626065609),14060,10690,34.0,"(28.1, 40.7)",35.4,"(29.3, 42.2)"
LA,Louisiana,Washington,22117,POINT (-90.0401622145023 30.8534789295356),45025,34461,41.1,"(35.1, 47.6)",42.4,"(36.2, 48.9)"
MO,Missouri,Andrew,29003,POINT (-94.8013576832864 39.9834332939443),18003,13954,36.4,"(30.0, 43.2)",37.5,"(31.0, 44.3)"
MO,Missouri,Caldwell,29025,POINT (-93.9828207799922 39.6557701506874),8933,6846,37.7,"(30.5, 45.3)",38.7,"(31.4, 46.3)"
AL,Alabama,Chilton,1021,POINT (-86.7185602930782 32.8479267319968),45884,35069,33.6,"(27.4, 40.3)",34.1,"(27.9, 40.8)"
OK,Oklahoma,Pottawatomie,40125,POINT (-96.9484617397084 35.2066298442372),73533,56646,37.6,"(32.2, 43.8)",38.4,"(32.9, 44.7)"
NE,Nebraska,Kearney,31099,POINT (-98.947942751182 40.5067089531434),6690,5000,29.7,"(23.4, 36.5)",31.0,"(24.4, 37.9)"
WV,West Virginia,McDowell,54047,POINT (-81.6545890211044 37.3783912304724),17850,14234,46.0,"(39.0, 53.0)",47.5,"(40.4, 54.6)"
KY,Kentucky,Mercer,21167,POINT (-84.8735371391474 37.8107366587476),22902,17904,39.3,"(31.9, 47.0)",39.9,"(32.4, 47.6)"
NJ,New Jersey,Monmouth,34025,POINT (-74.2208638905563 40.2604596957946),644098,512604,33.3,"(29.2, 37.6)",34.7,"(30.4, 39.0)"
MS,Mississippi,Harrison,28047,POINT (-89.1114155491736 30.5042780063233),211044,161954,40.1,"(35.0, 45.4)",41.1,"(35.9, 46.3)"
NE,Nebraska,Cherry,31031,POINT (-101.118490615743 42.5449842734791),5464,4100,33.0,"(27.8, 38.6)",34.7,"(29.3, 40.4)"
MT,Montana,Custer,30017,POINT (-105.571832087219 46.2526825162411),12032,9711,32.0,"(26.6, 37.5)",33.0,"(27.5, 38.6)"
FL,Florida,Volusia,12127,POINT (-81.1822347789539 29.0587848982361),579192,478857,33.4,"(28.8, 38.3)",35.8,"(31.1, 41.0)"
FL,Florida,Union,12125,POINT (-82.3713281378981 30.0440284848394),15460,11994,40.0,"(33.6, 46.4)",40.7,"(34.2, 47.1)"
AL,Alabama,Russell,1113,POINT (-85.1846581812352 32.2882099895674),58555,44348,42.8,"(35.8, 50.0)",43.3,"(36.3, 50.5)"
MT,Montana,Yellowstone,30111,POINT (-108.27428208867 45.9376630248443),169852,131164,34.7,"(31.1, 38.8)",35.6,"(32.0, 39.8)"
WI,Wisconsin,Wood,55141,POINT (-90.0414727602816 44.4553501743957),73993,58248,31.5,"(27.4, 35.6)",33.3,"(29.1, 37.6)"
WI,Wisconsin,Adams,55001,POINT (-89.770360772222 43.9696684766537),21226,18442,32.1,"(26.1, 38.7)",33.6,"(27.5, 40.3)"
LA,Louisiana,Iberia,22045,POINT (-91.7316139374781 29.8948870244133),68327,51194,40.0,"(33.8, 46.9)",40.9,"(34.7, 47.8)"
TX,Texas,Gaines,48165,POINT (-102.635322018669 32.7406420313499),22181,14212,38.8,"(31.7, 46.3)",38.7,"(31.6, 46.1)"
TX,Texas,Maverick,48323,POINT (-100.314712849435 28.7428098080627),57843,40075,40.4,"(32.8, 48.4)",41.0,"(33.2, 48.9)"
NV,Nevada,Lander,32015,POINT (-117.038326421494 39.9328933421676),5766,4249,37.5,"(30.4, 45.2)",38.2,"(31.0, 45.9)"
MI,Michigan,Shiawassee,26155,POINT (-84.1467004638598 42.9537097648433),68022,54114,34.9,"(28.8, 41.4)",35.9,"(29.8, 42.5)"
GA,Georgia,Upson,13293,POINT (-84.2995096783688 32.8810119833769),28086,21702,38.6,"(31.8, 46.2)",39.7,"(32.7, 47.2)"
WV,West Virginia,Gilmer,54021,POINT (-80.8565551863755 38.9243479452265),7325,6214,41.9,"(34.7, 49.3)",42.7,"(35.4, 50.2)"
ND,North Dakota,Slope,38087,POINT (-103.460105506428 46.4472025925483),672,538,30.7,"(24.4, 37.9)",33.6,"(27.0, 41.1)"
WY,Wyoming,Park,56029,POINT (-109.588592877427 44.5205500093565),30518,24307,29.8,"(25.1, 34.7)",31.8,"(26.9, 36.9)"
TX,Texas,Sterling,48431,POINT (-101.050074584309 31.8278191237971),1417,1003,37.1,"(34.0, 40.5)",37.6,"(34.5, 41.0)"
VA,Virginia,Bristol,51520,POINT (-82.1622447175449 36.6169462478962),16975,13572,35.8,"(29.7, 42.4)",37.5,"(31.3, 44.1)"
WV,West Virginia,Webster,54101,POINT (-80.4221064541905 38.4946072732535),8167,6594,39.4,"(32.5, 46.7)",41.3,"(34.2, 48.7)"
NE,Nebraska,Seward,31159,POINT (-97.1395864811579 40.8724057251865),17692,13549,27.6,"(22.6, 33.4)",28.8,"(23.7, 34.8)"
NY,New York,Oswego,36075,POINT (-76.1415333257376 43.4270063116785),118287,94232,39.2,"(33.4, 45.4)",40.2,"(34.3, 46.4)"
GA,Georgia,Pickens,13227,POINT (-84.4653887586926 34.463848952651),34826,28371,33.0,"(26.2, 40.5)",34.3,"(27.4, 42.0)"
OK,Oklahoma,Noble,40103,POINT (-97.2306034414518 36.3884982575705),10896,8412,36.9,"(29.9, 44.4)",38.3,"(31.1, 46.0)"
LA,Louisiana,St. Martin,22099,POINT (-91.608304622551 30.1299027654542),51236,38973,41.4,"(35.1, 48.4)",42.3,"(35.9, 49.3)"
ND,North Dakota,Burleigh,38015,POINT (-100.468920390691 46.9775169860994),99280,76281,29.8,"(25.7, 34.1)",30.9,"(26.6, 35.3)"
IA,Iowa,Black Hawk,19013,POINT (-92.3087248490812 42.4700913420814),130274,102165,34.7,"(31.4, 37.9)",36.0,"(32.6, 39.2)"
RI,Rhode Island,Providence,44007,POINT (-71.5800183935938 41.8721675208136),657288,525915,37.3,"(32.8, 42.0)",38.0,"(33.5, 42.7)"
IN,Indiana,DeKalb,18033,POINT (-84.9990943080308 41.3976231539291),43731,33248,36.6,"(30.2, 43.4)",37.4,"(31.0, 44.3)"
TN,Tennessee,Davidson,47037,POINT (-86.7844516139432 36.1693282530084),708144,567393,37.0,"(32.4, 41.5)",37.1,"(32.4, 41.5)"
VA,Virginia,Hopewell,51670,POINT (-77.2999819415793 37.2914251054823),22962,17181,45.4,"(38.4, 52.5)",46.3,"(39.3, 53.5)"
MI,Michigan,Lake,26085,POINT (-85.8017467353466 43.9901117035536),12594,10786,36.0,"(29.2, 43.3)",38.7,"(31.6, 46.2)"
OK,Oklahoma,Canadian,40017,POINT (-97.9821562348265 35.5423317053672),169149,126161,35.9,"(31.0, 41.0)",35.7,"(30.9, 40.8)"
TN,Tennessee,Blount,47009,POINT (-83.9253119882998 35.6867307924373),139958,112470,37.9,"(32.1, 44.2)",39.4,"(33.4, 45.7)"
NY,New York,Richmond,36085,POINT (-74.154571927785 40.5812377635049),491133,386283,40.6,"(36.8, 44.6)",41.5,"(37.6, 45.4)"
TX,Texas,Potter,48375,POINT (-101.893935555114 35.4012969967097),115645,84948,41.1,"(34.0, 48.3)",41.5,"(34.5, 48.8)"
GA,Georgia,Jones,13169,POINT (-83.5605812656916 33.0247296211187),28472,22035,37.0,"(30.7, 43.9)",37.8,"(31.4, 44.7)"
MI,Michigan,Alcona,26001,POINT (-83.5940640229156 44.6853506259006),10417,9084,32.6,"(26.2, 39.5)",36.2,"(29.3, 43.5)"
IA,Iowa,Crawford,19047,POINT (-95.3820210456667 42.0372542394508),16123,12130,34.4,"(28.6, 40.2)",35.6,"(29.6, 41.5)"
MN,Minnesota,Chippewa,27023,POINT (-95.5663630774761 45.0221100460578),12284,9297,29.0,"(23.3, 35.3)",30.6,"(24.7, 37.0)"
TN,Tennessee,Knox,47093,POINT (-83.9374331556164 35.9931595301704),494574,392871,34.1,"(29.7, 38.6)",35.0,"(30.6, 39.6)"
TX,Texas,Hartley,48205,POINT (-102.602902654175 35.8400876885743),5208,4088,35.9,"(32.7, 39.1)",36.4,"(33.2, 39.6)"
OK,Oklahoma,Kay,40071,POINT (-97.1442458480715 36.8180490812673),43668,32884,35.6,"(29.2, 42.5)",36.9,"(30.4, 44.0)"
MI,Michigan,Grand Traverse,26055,POINT (-85.5602075342824 44.6689883457392),96464,77930,30.1,"(25.1, 35.7)",31.1,"(25.9, 36.7)"
IL,Illinois,Woodford,17203,POINT (-89.2113386473619 40.7882446452346),38128,29161,32.9,"(26.3, 40.1)",33.8,"(27.0, 41.1)"
NC,North Carolina,Dare,37055,POINT (-75.7824832328063 35.7631926889993),37956,31156,27.0,"(21.1, 33.4)",28.1,"(22.1, 34.8)"
NC,North Carolina,Wilkes,37193,POINT (-81.1632504740295 36.2059050717718),65784,52904,32.7,"(25.9, 39.7)",34.3,"(27.3, 41.4)"
TN,Tennessee,Greene,47059,POINT (-82.8458507944719 36.1756158824085),71405,58050,40.2,"(33.7, 46.9)",42.0,"(35.3, 48.8)"
NV,Nevada,Pershing,32027,POINT (-118.404379375217 40.4401365996673),6462,5350,39.1,"(31.8, 46.7)",39.7,"(32.3, 47.4)"
MN,Minnesota,Hennepin,27053,POINT (-93.4766332455537 45.0046199706646),1260121,991808,27.7,"(25.6, 29.9)",28.2,"(26.1, 30.5)"
WY,Wyoming,Albany,56001,POINT (-105.723439465307 41.6544509650776),38031,32250,30.6,"(25.6, 35.9)",32.0,"(26.8, 37.3)"
IN,Indiana,Marion,18097,POINT (-86.1384364601328 39.7816993858149),969466,732482,39.2,"(36.3, 42.4)",39.7,"(36.7, 42.8)"
KS,Kansas,Edwards,20047,POINT (-99.3119785939095 37.8877100264783),2739,2128,33.8,"(27.3, 40.6)",35.1,"(28.4, 41.9)"
MT,Montana,Ravalli,30081,POINT (-114.120708621033 46.0815641954315),47298,38588,30.8,"(26.2, 35.9)",32.5,"(27.7, 37.7)"
TX,Texas,Dallam,48111,POINT (-102.60214211608 36.2778960872511),7241,4787,39.8,"(32.4, 47.7)",40.2,"(32.8, 48.0)"
VA,Virginia,Russell,51167,POINT (-82.0959945777944 36.9339342856189),25448,20642,37.6,"(31.4, 44.3)",38.9,"(32.7, 45.6)"
KS,Kansas,Lyon,20111,POINT (-96.1526455965195 38.4558714343787),31898,24890,35.1,"(29.8, 40.7)",36.6,"(31.3, 42.3)"
KY,Kentucky,Lincoln,21137,POINT (-84.6609626267969 37.45483747574),24360,18450,40.0,"(32.7, 47.7)",41.0,"(33.6, 48.7)"
NC,North Carolina,Moore,37125,POINT (-79.4810833853778 35.3107524292018),105531,82726,31.4,"(25.2, 37.6)",32.7,"(26.4, 39.0)"
VA,Virginia,Craig,51045,POINT (-80.2111274289422 37.4821282924121),4847,4059,36.2,"(29.0, 43.8)",37.9,"(30.6, 45.7)"
FL,Florida,Gadsden,12039,POINT (-84.6137975584322 30.5796484153785),43403,33991,38.4,"(33.8, 43.2)",39.7,"(35.1, 44.6)"
ND,North Dakota,Ward,38101,POINT (-101.541835146962 48.2217420488633),68870,52404,39.1,"(34.2, 44.0)",39.6,"(34.6, 44.5)"
GA,Georgia,Washington,13303,POINT (-82.7956807812309 32.9694620969242),19738,15478,42.4,"(35.4, 49.5)",43.1,"(36.1, 50.2)"
MN,Minnesota,Lake of the Woods,27077,POINT (-94.9046419492481 48.7712953892209),3871,3120,29.9,"(23.7, 36.8)",31.8,"(25.3, 38.8)"
AR,Arkansas,Logan,5083,POINT (-93.7171626255792 35.2148866321463),21253,16839,39.0,"(32.0, 46.1)",40.1,"(33.0, 47.3)"
OK,Oklahoma,Cleveland,40027,POINT (-97.3263165055223 35.2025439402736),299587,239280,35.1,"(30.5, 39.9)",35.9,"(31.2, 40.7)"
MO,Missouri,Clark,29045,POINT (-91.7382064250753 40.4102893553085),6723,5154,40.1,"(32.7, 47.7)",41.5,"(34.1, 49.2)"
MA,Massachusetts,Dukes,25007,POINT (-70.6538263300096 41.3979064331708),20868,17259,33.0,"(26.7, 40.1)",34.3,"(27.8, 41.5)"
KS,Kansas,Haskell,20081,POINT (-100.871073802866 37.5620393895921),3576,2661,34.0,"(27.6, 40.9)",35.1,"(28.5, 42.1)"
SC,South Carolina,Sumter,45085,POINT (-80.3818847166483 33.915935220837),104012,79494,41.9,"(37.9, 46.4)",43.2,"(39.1, 47.7)"
MS,Mississippi,Perry,28111,POINT (-88.9923910027504 31.1721060498963),11368,8866,37.9,"(30.7, 45.1)",38.8,"(31.4, 46.0)"
IL,Illinois,Piatt,17147,POINT (-88.5911000328928 40.0103482466318),16723,13113,33.6,"(26.6, 40.9)",34.8,"(27.6, 42.2)"
TX,Texas,Cottle,48101,POINT (-100.27870868144 34.0776734655448),1307,1059,40.1,"(32.3, 48.6)",42.4,"(34.4, 51.1)"
IA,Iowa,Guthrie,19077,POINT (-94.5010798132677 41.6838318967675),10647,8416,31.8,"(25.7, 38.4)",34.1,"(27.7, 41.0)"
AR,Arkansas,Saline,5125,POINT (-92.6765172938046 34.6466455813868),127357,98378,36.3,"(30.8, 42.1)",37.2,"(31.5, 43.0)"
VA,Virginia,Nottoway,51135,POINT (-78.0517012425509 37.1424542186404),15559,12503,39.1,"(32.2, 46.4)",40.1,"(33.1, 47.5)"
KY,Kentucky,Robertson,21201,POINT (-84.0524163932956 38.5182993766482),2229,1758,40.6,"(32.6, 49.1)",42.4,"(34.3, 50.9)"
GA,Georgia,Bulloch,13031,POINT (-81.7427854953707 32.3970074753386),83059,66741,37.1,"(31.4, 43.0)",38.3,"(32.5, 44.2)"
MD,Maryland,Anne Arundel,24003,POINT (-76.6037600852618 39.006058161178),593286,461599,38.0,"(34.5, 41.6)",38.7,"(35.2, 42.4)"
NE,Nebraska,Webster,31181,POINT (-98.5000164412109 40.1764244981952),3336,2573,32.3,"(26.1, 39.0)",33.7,"(27.4, 40.5)"
WI,Wisconsin,Rusk,55107,POINT (-91.1334553337081 45.475051704817),14186,11360,31.6,"(25.4, 37.6)",33.1,"(26.7, 39.3)"
KS,Kansas,Chase,20017,POINT (-96.5940239039533 38.302043810592),2548,2054,33.4,"(27.1, 40.3)",34.9,"(28.4, 41.9)"
AR,Arkansas,Woodruff,5147,POINT (-91.2431471012526 35.1863222444477),6049,4743,39.3,"(32.2, 46.6)",41.3,"(34.1, 48.8)"
NY,New York,Cayuga,36011,POINT (-76.5543895949223 42.9173809062338),74998,60631,37.9,"(31.8, 44.0)",39.4,"(33.2, 45.7)"
OR,Oregon,Crook,41013,POINT (-120.356406409534 44.1422197715871),26375,21208,30.8,"(24.7, 37.2)",32.4,"(26.1, 38.9)"
SC,South Carolina,Lee,45061,POINT (-80.2549660085699 34.1632583406157),16153,13080,42.5,"(35.9, 49.5)",44.1,"(37.3, 51.0)"
KY,Kentucky,Bell,21013,POINT (-83.6741157617272 36.7309048152699),23568,18474,41.5,"(33.4, 49.8)",42.5,"(34.3, 50.9)"
TX,Texas,Rockwall,48397,POINT (-96.407903561199 32.8977739436621),123208,90880,35.3,"(29.1, 41.7)",35.3,"(29.0, 41.7)"
WA,Washington,Kitsap,53035,POINT (-122.673454976008 47.6133926334319),277673,223921,31.8,"(28.5, 35.1)",32.4,"(29.1, 35.7)"
OH,Ohio,Allen,39003,POINT (-84.1057940825963 40.7714977646394),101115,77523,40.1,"(35.5, 45.1)",41.5,"(36.7, 46.4)"
TN,Tennessee,Benton,47005,POINT (-88.0686069441831 36.0701284598924),16002,12733,39.6,"(32.2, 47.0)",41.3,"(33.8, 48.8)"
NC,North Carolina,Cleveland,37045,POINT (-81.5554731480207 35.3336676514711),100670,78292,35.2,"(28.6, 42.4)",36.4,"(29.6, 43.6)"
TN,Tennessee,Monroe,47123,POINT (-84.2525088223491 35.4431760782153),47740,37996,36.1,"(29.7, 43.1)",37.6,"(31.0, 44.5)"
MI,Michigan,Berrien,26021,POINT (-86.4122165831664 41.9547057695221),152900,120647,37.6,"(32.2, 43.2)",39.0,"(33.5, 44.7)"
LA,Louisiana,Catahoula,22025,POINT (-91.8468368192285 31.6659805229835),8566,6731,41.4,"(34.0, 49.1)",42.3,"(34.9, 50.1)"
TX,Texas,Washington,48477,POINT (-96.4034875149124 30.2141437176901),36159,28543,36.8,"(29.6, 44.3)",38.7,"(31.4, 46.4)"
TX,Texas,Brooks,48047,POINT (-98.2186652765607 27.0315471342621),6906,5045,40.1,"(36.8, 43.6)",41.5,"(38.1, 45.0)"
NJ,New Jersey,Essex,34013,POINT (-74.2472201241648 40.7873099971697),849477,651523,40.0,"(36.2, 44.0)",40.4,"(36.5, 44.3)"
AL,Alabama,Lowndes,1085,POINT (-86.6500611800636 32.1550262402887),9777,7650,48.1,"(40.3, 55.6)",49.5,"(41.7, 57.2)"
WA,Washington,Snohomish,53061,POINT (-121.697355744443 48.047577980212),840079,656567,34.5,"(31.8, 37.3)",34.8,"(32.1, 37.6)"
OR,Oregon,Klamath,41035,POINT (-121.650013578635 42.686137951648),70212,54845,33.2,"(27.6, 39.2)",34.5,"(28.8, 40.6)"
MN,Minnesota,Swift,27151,POINT (-95.6814377142811 45.2826676208658),9755,7572,29.2,"(23.2, 36.0)",31.1,"(24.8, 38.1)"
MO,Missouri,St. Charles,29183,POINT (-90.6742597572057 38.781939023918),413803,321507,39.9,"(34.3, 45.6)",40.6,"(34.9, 46.3)"
IN,Indiana,Vigo,18167,POINT (-87.3896586546696 39.4308217583187),106006,84510,39.1,"(33.6, 44.5)",40.5,"(35.0, 46.0)"
MS,Mississippi,Lawrence,28077,POINT (-90.1067346613725 31.550086210695),11713,8918,39.1,"(32.2, 45.9)",40.2,"(33.1, 47.0)"
IN,Indiana,Clay,18021,POINT (-87.1156970341882 39.3927502534324),26379,20373,35.9,"(29.7, 42.8)",37.2,"(30.8, 44.1)"
ND,North Dakota,Mercer,38057,POINT (-101.831546490259 47.3092014368661),8333,6414,31.5,"(25.6, 37.8)",33.2,"(27.1, 39.6)"
IA,Iowa,Jefferson,19101,POINT (-91.9487990147713 41.0318442951922),15698,13101,32.4,"(26.2, 39.3)",34.4,"(27.9, 41.5)"
GA,Georgia,Clarke,13059,POINT (-83.3666684734856 33.9516744526006),129875,108461,33.7,"(28.4, 39.6)",34.8,"(29.4, 40.7)"
AL,Alabama,DeKalb,1049,POINT (-85.8039693236418 34.4598606858773),71998,54954,40.3,"(33.6, 47.2)",41.1,"(34.3, 48.0)"
KS,Kansas,Russell,20167,POINT (-98.762476916684 38.9146512455974),6639,5163,32.1,"(26.2, 38.3)",34.1,"(28.0, 40.5)"
IA,Iowa,Winnebago,19189,POINT (-93.7340986280048 43.3775256073817),10617,8308,29.7,"(23.8, 36.3)",31.1,"(25.0, 37.9)"
WI,Wisconsin,Menominee,55078,POINT (-88.7096965521104 45.0042842747803),4197,2800,38.2,"(31.9, 45.4)",39.5,"(33.1, 46.7)"
KY,Kentucky,Henry,21103,POINT (-85.1190776551001 38.4487901633342),15771,12142,39.9,"(32.8, 47.6)",40.7,"(33.4, 48.3)"
CO,Colorado,Montrose,8085,POINT (-108.268870810242 38.4024069870887),43811,35049,29.8,"(23.9, 35.8)",31.7,"(25.6, 37.9)"
MT,Montana,Fergus,30027,POINT (-109.224360489992 47.2632833231955),11663,9240,29.0,"(23.5, 35.0)",30.2,"(24.5, 36.4)"
ND,North Dakota,Grant,38037,POINT (-101.640754056464 46.3576616136167),2243,1790,30.7,"(24.6, 37.7)",33.5,"(27.1, 40.8)"
SD,South Dakota,Lyman,46085,POINT (-99.8474355340442 43.8960424767044),3692,2651,33.1,"(26.5, 40.4)",34.4,"(27.6, 41.8)"
NC,North Carolina,Haywood,37087,POINT (-82.9820402617006 35.5556752243833),62609,51693,30.2,"(24.1, 37.0)",31.5,"(25.3, 38.4)"
MT,Montana,Toole,30101,POINT (-111.695413434683 48.6553867733529),5082,4012,31.3,"(25.0, 37.7)",32.1,"(25.7, 38.6)"
MT,Montana,Sheridan,30091,POINT (-104.504661923628 48.7209969285312),3564,2829,28.5,"(22.7, 34.5)",29.9,"(24.0, 36.1)"
NC,North Carolina,Davie,37059,POINT (-80.5445531639191 35.9288732524121),44090,35045,32.0,"(25.8, 38.9)",33.5,"(27.1, 40.6)"
MN,Minnesota,Mahnomen,27087,POINT (-95.8092496496318 47.3255519081299),5328,3642,34.3,"(27.7, 41.1)",35.9,"(29.0, 42.7)"
MT,Montana,Big Horn,30003,POINT (-107.48944354563 45.4233011316632),12851,8688,36.2,"(31.2, 41.8)",36.7,"(31.7, 42.4)"
MN,Minnesota,Sherburne,27141,POINT (-93.7749839154167 45.4441001810069),100824,75019,29.2,"(24.7, 34.0)",29.3,"(24.8, 34.0)"
CO,Colorado,San Juan,8111,POINT (-107.675884537497 37.7637873249573),803,715,31.0,"(24.9, 37.6)",31.9,"(25.7, 38.5)"
OH,Ohio,Holmes,39075,POINT (-81.9295580157618 40.5612300981469),44390,31071,38.0,"(31.2, 44.9)",38.7,"(31.9, 45.6)"
WY,Wyoming,Teton,56039,POINT (-110.589857877684 43.9344840596924),23287,19298,27.1,"(22.1, 32.6)",27.2,"(22.2, 32.7)"
NE,Nebraska,Phelps,31137,POINT (-99.4141068650729 40.5110183458877),8988,6813,31.1,"(25.5, 37.3)",33.0,"(27.1, 39.5)"
MS,Mississippi,Union,28145,POINT (-89.0037898313235 34.4905254554951),28125,21138,32.0,"(25.6, 38.6)",32.4,"(26.0, 39.0)"
DE,Delaware,Sussex,10005,POINT (-75.3899993656017 38.6607348167294),255956,211372,32.5,"(28.0, 37.5)",35.3,"(30.7, 40.5)"
OK,Oklahoma,Lincoln,40081,POINT (-96.8809102714908 35.7030440513978),34188,26260,38.1,"(31.7, 45.1)",39.4,"(32.9, 46.5)"
ID,Idaho,Camas,16025,POINT (-114.805504004867 43.4631123331592),1153,902,30.8,"(24.2, 37.7)",32.8,"(26.0, 40.0)"
MN,Minnesota,Murray,27101,POINT (-95.7633155473769 44.0220771514639),8060,6323,30.7,"(24.5, 37.2)",32.7,"(26.3, 39.5)"
TN,Tennessee,Union,47173,POINT (-83.8370837651738 36.2880602959072),20452,16140,36.8,"(29.9, 44.2)",37.6,"(30.8, 45.1)"
SD,South Dakota,Jones,46075,POINT (-100.689729583305 43.9607078940522),884,677,27.3,"(21.5, 33.7)",28.9,"(22.9, 35.6)"
OH,Ohio,Fairfield,39045,POINT (-82.6306572277557 39.7516133054728),162898,124397,40.3,"(34.7, 46.0)",41.2,"(35.6, 47.0)"
VA,Virginia,Amelia,51007,POINT (-77.9759628312432 37.3361814940473),13455,10663,36.2,"(29.6, 43.1)",37.8,"(31.1, 44.9)"
CO,Colorado,Costilla,8023,POINT (-105.428087516472 37.278192662225),3603,2943,33.0,"(26.3, 40.2)",34.8,"(27.9, 42.3)"
MO,Missouri,Howard,29089,POINT (-92.6963287905208 39.1425662415818),10168,7969,36.8,"(29.8, 44.3)",38.6,"(31.3, 46.3)"
NC,North Carolina,Randolph,37151,POINT (-79.8059275016308 35.7103579095623),146043,113982,34.7,"(28.2, 41.6)",35.7,"(29.1, 42.6)"
VT,Vermont,Washington,50023,POINT (-72.6150937800981 44.2734806300628),60048,49391,25.2,"(21.7, 29.0)",26.4,"(22.7, 30.2)"
GA,Georgia,Douglas,13097,POINT (-84.7678598130121 33.702130966663),147316,110299,42.6,"(36.2, 49.2)",42.5,"(36.1, 49.1)"
